id,qty
2C204,1
2C193,1
2C199,1
2D227,1
2D225,1
2D223,1
2C25,1
2A91,1
2D217,1
2D196,1
2D188,1
2D22,1
2A72,1
2E101,1
2C207,1
2B234,1
2A67,1
2D101,1
2A65,1
2B184,1
2B93,1
2D101,1
2C167,1
2E165,1
2B234,1
2C226,1
2C179,1
2E58,1
2B32,1
2A170,1
2D214,1
2C171,1
2B32,1
2C9,1
2B215,1
2E75,1
2A54,1
2C152,1
2A130,1
2C216,1
2B9,1
2E58,1
2D151,1
2C62,1
2A219,1
2E193,1
2B82,1
2C9,1
2D112,1
2A148,1
2C58,1
2C12,1
2D123,1
2D141,1
2D205,1
2E187,1
2D1,1
2D159,1
2B207,1
2A85,1
2E43,1
2C21,1
2C221,1
2C160,1
2D129,1
2E59,1
2B207,1
2A57,1
2A185,1
2E61,1
2E82,1
2C30,1
2B139,1
2C32,1
2A133,1
2A149,1
2B155,1
2A12,1
2C33,1
2C34,1
2B164,1
2A151,1
2C44,1
2D116,1
2A151,1
2B35,1
2A116,1
2D204,1
2D142,1
2A63,1
2A23,1
2C60,1
2E80,1
2C60,1
2B6,1
2E106,1
2C143,1
2A152,1
2C123,1
2D108,1
2D81,1
2D146,1
2A22,1
2B116,1
2D76,1
2A240,1
2C167,1
2B119,1
2C123,1
2D66,1
2A92,1
2D17,1
2D7,1
2C136,1
2A167,1
2B93,1
2B237,1
2D165,1
2C193,1
2A147,1
2C187,1
2D200,1
2B32,1
2C184,1
2B176,1
2A161,1
2B32,1
2E186,1
2D199,1
2D155,1
2C169,1
2A116,1
2D150,1
2B194,1
2D94,1
2D190,1
2B199,1
2C21,1
2B163,1
2B36,1
2E190,1
2C178,1
2A173,1
2D108,1
2B194,1
2B64,1
2D169,1
2B7,1
2D188,1
2A218,1
2D4,1
2A30,1
2A225,1
2B39,1
2C145,1
2B36,1
2E58,1
2A15,1
2B57,1
2D39,1
2B155,1
2C29,1
2D139,1
2C217,1
2B234,1
2D173,1
2B57,1
2B6,1
2E1,1
2E7,1
2A81,1
2B57,1
2B90,1
2B167,1
2E11,1
2B114,1
2B216,1
2B237,1
2D147,1
2E115,1
2A127,1
2D168,1
2B105,1
2B82,1
2C169,1
2D52,1
2C127,1
2D157,1
2B22,1
2C127,1
2A109,1
2B54,1
2D166,1
2B55,1
2D94,1
2C28,1
2A101,1
2C238,1
2D163,1
2E180,1
2D173,1
2B123,1
2D208,1
2B3,1
2E191,1
2A192,1
2B65,1
2D8,1
2C30,1
2C163,1
2B194,1
2D97,1
2C128,1
2E207,1
2D145,1
2E190,1
2D128,1
2D8,1
2B175,1
2B60,1
2A42,1
2E180,1
2C230,1
2A66,1
2B3,1
2A90,1
2D45,1
2E196,1
2B57,1
2E15,1
2C3,1
2C31,1
2B212,1
2B200,1
2E126,1
2E14,1
2C3,1
2B82,1
2B211,1
2C121,1
2D174,1
2E134,1
2C125,1
2C129,1
2A135,1
2B226,1
2C113,1
2B71,1
2E21,1
2D175,1
2A157,1
2C123,1
2B192,1
2C104,1
2B18,1
2C110,1
2B105,1
2C197,1
2E134,1
2E182,1
2A12,1
2A185,1
2C209,1
2E155,1
2C130,1
2C18,1
2E193,1
2A49,1
2D33,1
2A232,1
2D48,1
2C209,1
2A90,1
2D148,1
2B183,1
2D137,1
2C147,1
2E180,1
2E123,1
2D57,1
2C209,1
2E166,1
2E83,1
2C119,1
2C16,1
2E130,1
2A57,1
2B183,1
2C20,1
2D142,1
2C119,1
2A88,1
2C61,1
2E127,1
2A14,1
2A211,1
2C129,1
2D35,1
2A57,1
2A4,1
2C148,1
2E166,1
2C218,1
2B183,1
2D1,1
2D225,1
2D154,1
2D2,1
2C70,1
2A25,1
2E127,1
2A57,1
2E2,1
2B198,1
2B130,1
2C130,1
2B15,1
2A208,1
2A4,1
2D4,1
2D148,1
2C131,1
2A238,1
2C96,1
2C137,1
2D7,1
2B16,1
2C218,1
2C96,1
2B93,1
2E72,1
2C86,1
2C110,1
2B93,1
2A163,1
2C107,1
2A172,1
2C72,1
2E72,1
2C198,1
2C151,1
2A82,1
2D207,1
2D190,1
2C101,1
2E168,1
2C214,1
2A58,1
2D189,1
2A78,1
2C95,1
2E176,1
2C139,1
2D34,1
2E6,1
2B168,1
2C94,1
2C71,1
2C208,1
2A76,1
2D161,1
2E130,1
2C94,1
2C197,1
2D35,1
2A75,1
2C143,1
2A201,1
2B234,1
2E134,1
2A229,1
2A12,1
2B19,1
2A25,1
2A62,1
2C88,1
2C188,1
2C171,1
2A12,1
2C141,1
2D40,1
2B234,1
2D17,1
2C44,1
2E128,1
2E83,1
2B26,1
2A225,1
2C144,1
2B181,1
2D162,1
2A223,1
2C145,1
2C92,1
2C123,1
2E81,1
2C161,1
2B86,1
2E148,1
2C154,1
2B80,1
2A79,1
2A198,1
2E193,1
2C69,1
2C27,1
2D67,1
2B130,1
2A130,1
2B78,1
2B180,1
2A207,1
2B21,1
2A28,1
2A63,1
2A185,1
2E135,1
2B180,1
2D35,1
2B132,1
2C157,1
2A201,1
2C84,1
2C68,1
2E186,1
2C73,1
2B60,1
2C169,1
2D58,1
2D64,1
2C68,1
2C13,1
2E154,1
2B133,1
2B38,1
2C176,1
2B136,1
2C64,1
2B71,1
2E114,1
2A20,1
2B203,1
2A239,1
2D106,1
2D40,1
2C171,1
2D162,1
2D2,1
2C81,1
2B181,1
2B137,1
2E81,1
2E1,1
2D216,1
2E7,1
2E28,1
2E146,1
2A29,1
2E150,1
2D211,1
2E17,1
2E59,1
2D211,1
2B234,1
2A185,1
2E26,1
2E142,1
2B181,1
2C50,1
2B132,1
2D127,1
2D128,1
2B234,1
2D137,1
2E34,1
2C238,1
2D120,1
2A117,1
2D40,1
2D137,1
2D105,1
2E155,1
2D117,1
2A101,1
2D179,1
2C236,1
2B137,1
2B176,1
2B28,1
2A121,1
2E117,1
2D122,1
2E165,1
2C28,1
2C111,1
2D175,1
2A94,1
2E34,1
2A128,1
2E216,1
2B117,1
2D35,1
2B230,1
2D137,1
2D198,1
2A45,1
2A47,1
2C176,1
2A5,1
2E160,1
2E150,1
2A30,1
2B232,1
2E43,1
2B224,1
2C72,1
2B180,1
2D163,1
2D137,1
2D113,1
2A89,1
2A30,1
2B138,1
2C50,1
2C219,1
2B221,1
2D140,1
2E108,1
2C30,1
2A128,1
2D195,1
2A113,1
2D124,1
2C106,1
2A225,1
2A69,1
2A123,1
2E167,1
2D145,1
2B29,1
2A153,1
2D8,1
2D145,1
2E150,1
2A56,1
2D17,1
2B170,1
2C207,1
2E106,1
2A45,1
2A51,1
2E168,1
2A31,1
2D27,1
2E114,1
2A52,1
2D146,1
2B30,1
2D107,1
2A58,1
2A59,1
2C196,1
2C190,1
2D101,1
2B197,1
2D101,1
2C96,1
2C125,1
2D101,1
2C121,1
2D124,1
2E172,1
2C89,1
2D101,1
2D57,1
2A125,1
2C35,1
2E197,1
2E168,1
2B233,1
2B105,1
2E195,1
2A39,1
2D28,1
2B12,1
2C127,1
2B28,1
2E195,1
2E114,1
2D171,1
2B42,1
2D177,1
2B197,1
2D45,1
2C233,1
2B61,1
2C148,1
2D177,1
2C186,1
2C29,1
2C171,1
2B184,1
2C30,1
2D101,1
2D82,1
2C32,1
2C182,1
2C175,1
2C45,1
2C135,1
2D96,1
2C180,1
2C78,1
2B238,1
2D68,1
2C82,1
2C138,1
2E175,1
2C68,1
2A135,1
2C4,1
2C151,1
2E114,1
2E110,1
2D55,1
2B42,1
2E174,1
2A61,1
2C132,1
2D173,1
2D199,1
2E172,1
2E81,1
2C230,1
2C58,1
2E160,1
2A115,1
2A58,1
2B222,1
2A62,1
2E178,1
2A39,1
2D121,1
2C178,1
2D26,1
2D35,1
2A168,1
2A45,1
2E93,1
2E15,1
2C65,1
2D123,1
2A117,1
2A47,1
2A59,1
2C178,1
2D193,1
2B226,1
2B211,1
2A113,1
2E182,1
2B98,1
2D17,1
2D22,1
2E107,1
2B47,1
2D36,1
2E76,1
2A101,1
2D239,1
2A101,1
2D138,1
2B94,1
2E104,1
2E217,1
2D109,1
2E178,1
2C154,1
2E100,1
2E208,1
2B85,1
2D233,1
2A99,1
2D35,1
2A103,1
2D139,1
2D30,1
2C137,1
2D35,1
2B95,1
2A90,1
2D35,1
2B10,1
2E138,1
2C141,1
2E168,1
2A95,1
2D95,1
2D135,1
2E25,1
2A39,1
2B210,1
2E138,1
2B91,1
2D94,1
2D97,1
2D146,1
2E176,1
2B8,1
2B210,1
2B210,1
2B52,1
2B223,1
2D40,1
2D94,1
2B89,1
2C239,1
2C218,1
2B50,1
2E69,1
2A55,1
2D151,1
2D97,1
2D44,1
2B29,1
2D229,1
2C19,1
2E45,1
2A77,1
2E127,1
2C218,1
2E49,1
2B199,1
2B30,1
2D138,1
2E61,1
2C30,1
2E191,1
2A90,1
2C30,1
2D216,1
2E200,1
2C33,1
2E151,1
2D101,1
2D148,1
2D101,1
2C178,1
2A141,1
2E82,1
2E191,1
2D91,1
2E178,1
2B88,1
2C46,1
2D79,1
2E55,1
2B32,1
2C60,1
2A57,1
2B219,1
2C57,1
2B32,1
2E59,1
2E42,1
2E178,1
2E191,1
2B72,1
2D68,1
2D192,1
2B161,1
2B78,1
2D44,1
2C50,1
2C167,1
2B32,1
2C238,1
2E200,1
2E151,1
2B134,1
2D215,1
2D125,1
2D101,1
2B68,1
2E81,1
2B52,1
2A103,1
2B237,1
2C19,1
2D97,1
2A88,1
2B170,1
2A145,1
2B195,1
2A59,1
2A81,1
2B80,1
2D27,1
2E11,1
2E211,1
2B22,1
2D65,1
2B68,1
2C167,1
2A156,1
2B22,1
2C235,1
2D158,1
2A230,1
2D95,1
2C21,1
2B64,1
2A81,1
2D90,1
2D159,1
2B210,1
2B55,1
2D94,1
2E62,1
2A122,1
2A81,1
2C149,1
2C167,1
2A196,1
2B63,1
2D155,1
2B47,1
2C227,1
2E40,1
2C238,1
2A61,1
2C211,1
2B56,1
2C122,1
2A50,1
2C54,1
2E155,1
2E162,1
2C120,1
2E17,1
2E215,1
2C120,1
2E186,1
2B65,1
2E130,1
2A45,1
2D209,1
2E186,1
2D76,1
2C125,1
2C60,1
2D198,1
2D168,1
2E165,1
2C110,1
2C46,1
2C82,1
2E147,1
2D198,1
2C151,1
2E130,1
2E169,1
2C98,1
2A236,1
2C133,1
2C211,1
2E26,1
2E80,1
2B63,1
2E142,1
2C87,1
2E185,1
2E145,1
2E169,1
2B51,1
2C154,1
2E175,1
2C82,1
2B50,1
2B124,1
2C84,1
2A197,1
2B50,1
2A163,1
2D127,1
2D196,1
2D67,1
2A239,1
2D133,1
2E154,1
2D186,1
2B195,1
2B208,1
2A214,1
2D65,1
2C82,1
2D64,1
2D156,1
2B57,1
2C92,1
2E8,1
2D109,1
2C56,1
2A209,1
2E98,1
2C238,1
2A170,1
2A204,1
2A77,1
2C68,1
2E214,1
2D161,1
2D98,1
2C238,1
2E60,1
2A205,1
2A199,1
2E214,1
2D137,1
2C92,1
2D4,1
2E82,1
2A197,1
2C235,1
2C238,1
2A193,1
2D171,1
2D69,1
2C151,1
2C180,1
2E55,1
2C198,1
2A192,1
2E200,1
2D161,1
2A44,1
2A137,1
2C236,1
2D67,1
2A61,1
2C21,1
2E25,1
2E81,1
2C64,1
2C210,1
2A192,1
2E116,1
2A151,1
2A192,1
2A69,1
2B239,1
2E199,1
2C207,1
2E116,1
2C207,1
2E130,1
2A167,1
2C203,1
2E111,1
2C198,1
2B237,1
2E192,1
2D49,1
2C200,1
2E93,1
2C209,1
2B230,1
2E149,1
2E188,1
2D160,1
2C192,1
2B221,1
2C151,1
2B216,1
2B216,1
2E151,1
2E157,1
2B209,1
2B207,1
2C199,1
2B236,1
2D171,1
2A59,1
2C8,1
2E59,1
2D93,1
2A79,1
2E59,1
2C186,1
2B231,1
2B229,1
2C157,1
2A55,1
2D231,1
2B27,1
2D149,1
2B203,1
2A161,1
2C181,1
2C191,1
2B195,1
2A174,1
2B116,1
2D149,1
2C190,1
2D88,1
2C3,1
2C176,1
2A192,1
2C10,1
2C179,1
2D183,1
2D17,1
2A106,1
2C88,1
2C4,1
2D161,1
2D60,1
2B29,1
2B234,1
2C180,1
2D155,1
2A126,1
2C180,1
2E126,1
2B30,1
2D124,1
2D239,1
2C88,1
2C179,1
2B233,1
2D155,1
2A99,1
2A91,1
2E178,1
2C19,1
2E126,1
2B189,1
2D161,1
2C28,1
2B190,1
2A67,1
2A148,1
2D237,1
2D161,1
2C29,1
2B33,1
2A95,1
2D47,1
2B28,1
2A176,1
2A176,1
2E58,1
2A95,1
2D164,1
2D34,1
2E112,1
2A214,1
2D69,1
2A190,1
2C208,1
2C175,1
2C32,1
2E215,1
2D171,1
2A109,1
2D233,1
2C119,1
2C208,1
2B179,1
2C33,1
2D17,1
2A100,1
2E214,1
2A207,1
2B223,1
2C110,1
2E111,1
2B233,1
2A81,1
2A78,1
2C191,1
2D227,1
2A183,1
2D227,1
2C106,1
2D176,1
2E17,1
2E104,1
2C178,1
2A78,1
2D107,1
2D237,1
2D167,1
2C29,1
2C57,1
2A74,1
2B72,1
2E104,1
2E216,1
2E207,1
2B211,1
2B30,1
2C104,1
2D179,1
2D208,1
2E137,1
2B69,1
2E207,1
2B38,1
2A108,1
2C31,1
2E207,1
2A135,1
2B192,1
2B192,1
2E186,1
2D237,1
2B68,1
2D227,1
2B52,1
2E147,1
2A134,1
2C215,1
2A145,1
2D156,1
2D88,1
2C186,1
2C192,1
2B134,1
2A147,1
2B181,1
2B153,1
2A125,1
2D8,1
2B204,1
2E186,1
2E138,1
2B207,1
2B179,1
2C235,1
2A168,1
2E32,1
2C227,1
2C104,1
2E81,1
2E100,1
2B225,1
2E27,1
2A74,1
2A129,1
2E189,1
2D37,1
2A123,1
2D143,1
2C226,1
2C119,1
2E81,1
2D8,1
2E138,1
2A147,1
2C98,1
2D217,1
2C96,1
2C31,1
2A66,1
2E196,1
2E81,1
2D216,1
2B90,1
2E206,1
2B52,1
2C221,1
2E150,1
2B121,1
2B3,1
2D216,1
2E206,1
2C121,1
2C125,1
2C131,1
2C132,1
2C135,1
2E206,1
2B54,1
2E159,1
2A135,1
2C45,1
2B89,1
2A106,1
2C72,1
2E185,1
2D208,1
2D8,1
2E207,1
2D211,1
2C218,1
2A140,1
2D211,1
2B56,1
2A148,1
2A150,1
2B190,1
2A152,1
2D211,1
2B50,1
2B222,1
2E191,1
2C28,1
2A152,1
2A218,1
2A172,1
2D122,1
2C211,1
2A160,1
2A156,1
2A175,1
2E157,1
2E49,1
2B219,1
2E17,1
2A162,1
2A160,1
2C210,1
2A161,1
2C205,1
2D165,1
2D211,1
2C69,1
2A161,1
2B227,1
2B224,1
2B163,1
2B134,1
2C184,1
2E160,1
2E74,1
2B105,1
2B135,1
2D175,1
2D45,1
2E191,1
2A29,1
2E180,1
2A66,1
2C66,1
2C1,1
2D157,1
2D17,1
2D202,1
2E191,1
2E184,1
2D46,1
2A161,1
2E34,1
2A170,1
2B211,1
2E73,1
2E145,1
2B64,1
2B239,1
2C182,1
2C90,1
2B165,1
2D84,1
2D237,1
2D82,1
2C179,1
2E148,1
2C217,1
2B97,1
2D237,1
2D171,1
2A1,1
2A7,1
2B165,1
2D119,1
2D202,1
2C239,1
2E25,1
2C98,1
2D177,1
2A37,1
2C212,1
2E68,1
2C197,1
2C179,1
2B52,1
2C98,1
2D17,1
2D197,1
2E36,1
2A70,1
2E61,1
2D211,1
2A56,1
2C233,1
2E48,1
2D193,1
2C83,1
2B86,1
2D35,1
2A66,1
2A40,1
2C90,1
2D10,1
2B190,1
2E63,1
2E191,1
2C3,1
2E198,1
2B190,1
2E170,1
2D209,1
2C89,1
2C237,1
2C28,1
2E170,1
2B25,1
2D120,1
2C100,1
2A125,1
2D188,1
2D109,1
2A129,1
2D118,1
2A29,1
2D237,1
2D17,1
2D107,1
2A129,1
2D188,1
2D190,1
2A2,1
2A34,1
2D231,1
2A238,1
2C83,1
2A5,1
2B130,1
2D13,1
2C136,1
2C233,1
2D207,1
2E128,1
2D206,1
2D190,1
2D183,1
2A69,1
2C231,1
2E73,1
2B25,1
2A40,1
2C90,1
2A3,1
2E106,1
2E2,1
2C86,1
2E61,1
2E182,1
2E136,1
2A168,1
2D123,1
2C70,1
2C214,1
2C69,1
2A20,1
2D112,1
2C69,1
2D60,1
2E190,1
2A207,1
2A59,1
2A138,1
2C236,1
2C28,1
2B55,1
2A20,1
2E215,1
2E28,1
2E69,1
2D17,1
2D193,1
2A95,1
2A160,1
2C239,1
2C88,1
2A167,1
2C28,1
2C235,1
2A229,1
2D97,1
2C72,1
2E191,1
2A12,1
2D227,1
2D101,1
2C135,1
2A39,1
2B8,1
2B175,1
2A2,1
2D171,1
2A5,1
2B8,1
2D147,1
2B128,1
2A14,1
2D100,1
2B85,1
2A12,1
2B136,1
2C230,1
2E119,1
2E36,1
2A207,1
2E201,1
2C213,1
2D108,1
2C65,1
2B92,1
2C230,1
2D112,1
2A26,1
2C213,1
2E89,1
2E51,1
2E67,1
2D112,1
2D103,1
2E193,1
2B56,1
2A237,1
2A205,1
2C213,1
2A45,1
2D68,1
2A88,1
2A226,1
2B28,1
2E36,1
2E60,1
2E190,1
2C64,1
2D18,1
2D180,1
2E180,1
2E135,1
2C221,1
2C10,1
2D91,1
2D100,1
2C154,1
2A83,1
2D180,1
2D44,1
2B62,1
2D100,1
2C169,1
2A30,1
2C221,1
2C34,1
2C221,1
2D67,1
2A50,1
2E184,1
2D100,1
2B10,1
2C197,1
2B148,1
2A50,1
2A17,1
2D175,1
2D161,1
2D100,1
2B80,1
2A52,1
2D219,1
2D217,1
2B153,1
2A22,1
2B155,1
2A23,1
2C221,1
2A112,1
2D120,1
2B13,1
2D109,1
2A223,1
2C45,1
2A197,1
2A57,1
2E75,1
2E182,1
2D45,1
2A69,1
2E139,1
2C196,1
2B80,1
2D90,1
2A125,1
2D41,1
2E177,1
2D46,1
2A215,1
2D103,1
2E160,1
2E180,1
2B41,1
2C171,1
2C44,1
2C194,1
2A7,1
2E83,1
2A58,1
2A30,1
2C123,1
2E125,1
2B84,1
2A30,1
2A47,1
2A57,1
2D177,1
2D80,1
2A228,1
2D214,1
2E131,1
2C128,1
2D214,1
2B157,1
2B13,1
2E212,1
2E160,1
2A32,1
2D109,1
2C140,1
2E148,1
2B74,1
2D97,1
2D108,1
2D97,1
2E109,1
2C8,1
2A9,1
2C191,1
2C10,1
2E84,1
2E74,1
2D94,1
2A185,1
2C217,1
2A108,1
2D191,1
2B68,1
2A108,1
2E96,1
2E108,1
2A185,1
2D190,1
2E212,1
2B117,1
2A196,1
2E35,1
2D124,1
2A14,1
2C216,1
2E7,1
2B140,1
2D211,1
2D94,1
2A31,1
2A60,1
2E146,1
2A35,1
2D201,1
2D214,1
2B163,1
2D199,1
2C135,1
2B159,1
2B78,1
2C103,1
2B159,1
2D177,1
2B1,1
2B146,1
2A226,1
2C150,1
2A38,1
2C31,1
2D96,1
2E195,1
2B68,1
2C119,1
2D91,1
2A25,1
2E87,1
2E186,1
2D190,1
2E149,1
2A47,1
2E187,1
2E163,1
2A41,1
2A237,1
2E81,1
2A74,1
2E74,1
2D90,1
2C62,1
2E97,1
2C74,1
2B67,1
2D88,1
2D189,1
2E79,1
2B6,1
2A69,1
2B237,1
2B105,1
2C171,1
2E1,1
2C216,1
2E21,1
2A185,1
2E49,1
2D124,1
2D184,1
2A29,1
2C128,1
2C1,1
2D124,1
2D8,1
2C68,1
2C136,1
2E212,1
2A185,1
2C161,1
2C162,1
2D194,1
2B13,1
2E21,1
2C29,1
2A65,1
2A39,1
2D190,1
2E166,1
2E212,1
2B66,1
2D177,1
2B16,1
2C215,1
2A201,1
2B105,1
2D84,1
2D21,1
2B14,1
2E187,1
2D80,1
2B227,1
2D183,1
2C96,1
2E52,1
2C29,1
2A234,1
2E75,1
2B210,1
2D23,1
2B239,1
2A184,1
2C5,1
2B90,1
2B205,1
2C169,1
2E21,1
2C90,1
2C239,1
2E204,1
2B239,1
2B119,1